Date,Close/Last,Volume,Open,High,Low
06/09/2022,$187.45,614720,$189.31,$194.43,$186.95
06/08/2022,$191.87,499527,$191.56,$194.84,$190.76
06/07/2022,$191.16,336995,$189.40,$191.41,$187.92
06/06/2022,$193.27,279685,$192.60,$194.25,$191.46
06/03/2022,$189.71,535700,$192.61,$193.95,$189.435
06/02/2022,$197.88,404449,$190.90,$198.00,$190.7756
06/01/2022,$189.17,558454,$192.01,$192.90,$187.76
05/31/2022,$194.97,461354,$195.78,$196.70,$193.2231
05/27/2022,$201.86,437837,$200.40,$201.87,$199.77
05/26/2022,$197.02,417270,$192.12,$198.14,$192.12
05/25/2022,$191.04,269066,$188.09,$192.635,$188.02
05/24/2022,$190.52,302564,$190.33,$191.28,$188.61
05/23/2022,$189.66,405536,$188.53,$190.84,$186.961
05/20/2022,$189.48,643743,$192.05,$193.20,$184.6301
05/19/2022,$188.44,666644,$183.50,$190.02,$183.18
05/18/2022,$183.17,882308,$188.38,$189.00,$181.67
05/17/2022,$192.37,808669,$191.60,$193.36,$190.18
05/16/2022,$187.61,599742,$192.51,$192.51,$186.97
05/13/2022,$193.91,494144,$191.03,$196.22,$190.20
05/12/2022,$188.99,629046,$185.50,$190.80,$183.972
05/11/2022,$188.50,519241,$190.12,$195.13,$188.33
05/10/2022,$190.71,909725,$194.45,$194.88,$187.725
05/09/2022,$190.56,597877,$192.91,$194.11,$190.35
05/06/2022,$197.86,693694,$199.09,$200.45,$194.70
05/05/2022,$202.06,565901,$206.40,$206.40,$199.45
05/04/2022,$211.75,1332304,$208.78,$212.45,$202.95
05/03/2022,$214.23,382896,$214.14,$215.86,$212.61
05/02/2022,$210.56,281022,$209.50,$211.08,$206.82
04/29/2022,$209.74,317850,$213.13,$215.88,$209.58
04/28/2022,$214.04,256769,$210.68,$215.42,$208.80
04/27/2022,$207.89,288792,$205.79,$210.045,$205.73
04/26/2022,$205.79,528009,$211.44,$211.68,$204.55
04/25/2022,$213.37,306243,$209.03,$213.40,$208.63
04/22/2022,$210.46,400881,$214.26,$215.40,$210.31
04/21/2022,$216.89,399548,$223.32,$225.96,$216.84
04/20/2022,$221.64,208259,$223.35,$224.16,$221.34
04/19/2022,$222.85,261458,$217.82,$222.97,$217.48
04/18/2022,$220.50,190033,$219.99,$222.61,$219.00
04/14/2022,$219.99,275268,$223.74,$224.76,$219.335
04/13/2022,$223.47,235418,$218.22,$223.96,$218.106
04/12/2022,$221.71,369420,$225.71,$226.56,$220.38
04/11/2022,$220.76,595217,$219.24,$223.30,$218.58
04/08/2022,$219.51,356426,$217.92,$222.28,$217.74
04/07/2022,$221.40,458763,$221.36,$222.30,$216.90
04/06/2022,$220.20,553786,$221.24,$221.85,$218.00
04/05/2022,$225.78,620142,$228.84,$230.28,$224.65
04/04/2022,$231.43,754655,$229.62,$232.14,$228.24
04/01/2022,$221.08,264555,$220.43,$221.82,$218.36
03/31/2022,$218.09,462850,$222.32,$222.96,$217.92
03/30/2022,$221.19,362492,$222.39,$224.40,$219.97
03/29/2022,$222.89,586540,$224.24,$225.58,$219.08
03/28/2022,$214.44,385361,$215.00,$217.03,$213.21
03/25/2022,$213.34,296661,$214.16,$214.56,$210.73
03/24/2022,$213.12,322830,$209.90,$213.79,$208.61
03/23/2022,$207.88,518935,$210.01,$210.48,$207.47
03/22/2022,$212.39,621547,$211.11,$214.95,$211.11
03/21/2022,$207.54,263451,$210.00,$210.3356,$205.58
03/18/2022,$209.61,359491,$204.82,$210.52,$204.80
03/17/2022,$209.53,376198,$204.88,$209.72,$204.60
03/16/2022,$208.90,631937,$201.32,$209.06,$201.24
03/15/2022,$195.20,275796,$193.45,$195.30,$192.5089
03/14/2022,$192.93,423551,$194.49,$197.0017,$192.24
03/11/2022,$190.45,459482,$195.26,$195.54,$189.75
03/10/2022,$192.96,658159,$193.80,$194.52,$189.77
03/09/2022,$197.72,731879,$195.91,$199.20,$193.515
03/08/2022,$181.48,1001360,$186.70,$188.93,$178.87
03/07/2022,$183.25,941746,$195.28,$195.90,$181.34
03/04/2022,$198.41,753798,$200.71,$201.19,$196.68
03/03/2022,$203.74,341135,$211.08,$211.38,$203.39
03/02/2022,$210.06,321315,$208.98,$211.2661,$208.03
03/01/2022,$208.48,357722,$214.90,$215.37,$207.63
02/28/2022,$215.31,376454,$212.04,$218.00,$211.68
02/25/2022,$213.42,460266,$212.20,$215.46,$210.30
02/24/2022,$215.55,732823,$204.88,$215.875,$204.3001
02/23/2022,$215.30,301242,$221.03,$221.45,$215.07
02/22/2022,$216.43,344185,$217.00,$219.90,$214.04
02/18/2022,$220.38,256321,$221.22,$222.13,$219.16
02/17/2022,$220.97,196542,$225.57,$225.605,$220.97
02/16/2022,$224.07,241522,$223.54,$224.77,$221.13
02/15/2022,$224.24,357877,$224.78,$226.10,$223.551
02/14/2022,$218.21,433397,$217.72,$219.89,$216.53
02/11/2022,$218.17,773082,$222.50,$223.98,$216.19
02/10/2022,$224.50,443945,$225.10,$229.4201,$224.2301
02/09/2022,$233.80,345365,$231.90,$234.505,$231.06
02/08/2022,$227.09,578437,$221.35,$228.04,$220.08
02/07/2022,$225.52,577688,$225.95,$228.18,$224.06
02/04/2022,$230.13,268290,$227.74,$231.54,$226.65
02/03/2022,$229.53,288674,$232.65,$235.01,$229.28
02/02/2022,$238.41,551767,$237.00,$239.06,$235.37
02/01/2022,$235.49,551607,$233.99,$235.71,$231.18
01/31/2022,$230.96,818748,$225.52,$232.12,$225.23
01/28/2022,$226.98,280198,$222.56,$226.98,$221.0001
01/27/2022,$221.12,400149,$225.48,$225.59,$220.54
01/26/2022,$226.26,406124,$228.05,$232.87,$224.17
01/25/2022,$226.66,385526,$225.44,$229.35,$224.17
01/24/2022,$231.72,476195,$227.07,$231.73,$221.4284
01/21/2022,$232.31,391185,$234.18,$235.77,$231.89
01/20/2022,$236.60,293525,$240.24,$243.30,$236.26
01/19/2022,$239.08,448806,$241.25,$242.11,$237.915
01/18/2022,$236.65,326103,$238.48,$239.735,$236.20
01/14/2022,$245.39,346460,$246.40,$247.26,$242.50
01/13/2022,$251.01,251903,$256.08,$257.94,$250.86
01/12/2022,$258.41,240665,$256.66,$259.50,$256.26
01/11/2022,$254.34,331205,$251.54,$254.68,$250.11
01/10/2022,$254.22,586846,$252.03,$254.58,$249.17
01/07/2022,$257.02,276553,$257.52,$258.60,$254.12
01/06/2022,$261.58,302011,$262.49,$263.04,$259.00
01/05/2022,$262.79,278734,$268.67,$268.81,$262.19
01/04/2022,$269.19,691934,$261.78,$271.95,$261.78
01/03/2022,$259.49,192647,$259.40,$259.87,$256.84
12/31/2021,$258.82,132966,$256.64,$260.43,$256.64
12/30/2021,$256.83,168166,$257.05,$259.69,$256.76
12/29/2021,$257.80,119366,$256.50,$258.09,$255.23
12/28/2021,$257.50,142275,$258.31,$258.6931,$257.10
12/27/2021,$258.14,169231,$254.68,$258.56,$254.28
12/23/2021,$253.46,223277,$250.00,$254.48,$249.84
12/22/2021,$250.70,243147,$247.30,$251.65,$247.02
12/21/2021,$249.02,456126,$249.40,$249.97,$246.84
12/20/2021,$249.60,520460,$250.44,$251.06,$247.685
12/17/2021,$252.51,441993,$253.80,$256.30,$252.271
12/16/2021,$256.58,301157,$259.13,$260.04,$256.01
12/15/2021,$260.47,605820,$258.50,$260.52,$255.91
12/14/2021,$253.31,449770,$256.26,$256.7399,$251.89
12/13/2021,$258.40,192644,$259.88,$260.81,$257.71
12/10/2021,$261.30,413642,$259.80,$261.50,$258.85
12/09/2021,$260.25,313664,$263.55,$264.30,$259.755
12/08/2021,$267.07,288160,$267.72,$268.42,$264.0776
12/07/2021,$265.90,290072,$263.64,$266.9975,$263.15
12/06/2021,$258.53,367008,$258.89,$261.32,$256.87
12/03/2021,$258.81,284567,$261.90,$262.59,$256.80
12/02/2021,$262.48,464952,$260.40,$263.75,$260.23
12/01/2021,$256.86,364075,$263.72,$264.59,$256.85
11/30/2021,$260.46,380756,$266.42,$267.66,$259.71
11/29/2021,$265.77,224487,$266.10,$267.82,$265.07
11/26/2021,$262.71,273890,$264.54,$265.89,$261.23
11/24/2021,$268.33,257891,$264.06,$268.855,$263.90
11/23/2021,$266.96,516710,$271.38,$271.80,$264.96
11/22/2021,$275.30,724495,$275.37,$278.78,$273.00
11/19/2021,$271.31,456714,$268.80,$271.90,$268.14
11/18/2021,$265.80,362725,$266.84,$267.45,$264.42
11/17/2021,$266.28,851879,$263.52,$268.50,$262.28
11/16/2021,$257.89,195546,$258.66,$259.745,$257.48
11/15/2021,$258.85,139727,$260.19,$260.29,$258.28
11/12/2021,$258.57,330130,$259.80,$260.9471,$258.30
11/11/2021,$258.10,353051,$256.14,$258.44,$255.06
11/10/2021,$252.98,428518,$254.95,$256.88,$252.72
11/09/2021,$256.67,381698,$260.88,$261.00,$256.285
11/08/2021,$260.73,285800,$262.36,$263.94,$260.73
11/05/2021,$262.52,628728,$266.22,$266.67,$261.52
11/04/2021,$257.33,405825,$256.45,$258.32,$254.76
11/03/2021,$255.68,1116900,$261.67,$261.96,$253.59
11/02/2021,$248.81,601822,$240.06,$249.01,$239.39
11/01/2021,$239.74,834670,$241.35,$244.12,$238.90
10/29/2021,$237.17,874532,$235.16,$237.54,$235.02
10/28/2021,$235.06,516097,$236.30,$238.00,$234.53
10/27/2021,$231.44,284539,$230.64,$232.83,$230.00
10/26/2021,$230.00,894631,$236.32,$236.52,$229.90
10/25/2021,$231.01,397997,$227.36,$232.775,$226.42
10/22/2021,$223.00,124780,$224.40,$224.49,$222.24
10/21/2021,$224.61,115107,$224.04,$225.70,$223.67
10/20/2021,$223.04,198276,$224.39,$224.82,$222.87
10/19/2021,$224.69,265164,$223.74,$225.81,$223.46
10/18/2021,$222.40,147866,$222.12,$223.18,$221.16
10/15/2021,$224.42,274559,$222.73,$224.43,$222.09
10/14/2021,$223.34,319739,$217.87,$223.40,$217.14
10/13/2021,$214.05,472371,$217.02,$217.02,$213.8446
10/12/2021,$215.62,217928,$215.70,$217.39,$215.04
10/11/2021,$215.16,408468,$213.36,$217.16,$212.55
10/08/2021,$212.90,229747,$212.22,$214.92,$211.87
10/07/2021,$211.22,216826,$209.47,$212.47,$209.34
10/06/2021,$207.58,165886,$206.15,$208.06,$206.00
10/05/2021,$209.71,227087,$206.72,$211.29,$206.33
10/04/2021,$207.24,230832,$207.84,$208.26,$205.69
10/01/2021,$209.19,119413,$209.83,$210.47,$207.59
09/30/2021,$209.12,307363,$208.28,$210.47,$207.78
09/29/2021,$209.38,155071,$212.42,$212.46,$209.30
09/28/2021,$211.31,311677,$215.12,$215.12,$210.51
09/27/2021,$216.55,245177,$215.85,$217.59,$214.36
09/24/2021,$217.46,111626,$215.74,$217.61,$215.74
09/23/2021,$217.12,131631,$217.19,$217.89,$215.88
09/22/2021,$215.84,216314,$214.57,$216.76,$213.88
09/21/2021,$214.71,296254,$214.78,$215.58,$214.0201
09/20/2021,$213.17,246174,$212.45,$213.78,$211.68
09/17/2021,$216.39,194441,$218.51,$218.52,$215.60
09/16/2021,$218.86,282915,$221.82,$222.38,$218.30
09/15/2021,$221.48,377024,$221.64,$222.00,$219.12
09/14/2021,$220.78,331161,$221.72,$223.21,$220.59
09/13/2021,$219.29,287790,$220.64,$220.64,$216.9601
09/10/2021,$219.10,375871,$222.67,$222.82,$219.04
09/09/2021,$219.55,496309,$223.54,$223.58,$219.38
09/08/2021,$219.34,169347,$219.48,$220.43,$219.01
09/07/2021,$220.53,224984,$220.36,$220.68,$218.83
09/03/2021,$218.78,99084,$219.32,$219.66,$218.28
09/02/2021,$219.52,170672,$219.96,$220.64,$219.04
09/01/2021,$217.47,174460,$217.53,$219.28,$217.28
08/31/2021,$217.40,133103,$216.91,$217.66,$215.77
08/30/2021,$217.59,189321,$216.65,$218.88,$215.82
08/27/2021,$216.32,98659,$214.62,$217.34,$214.62
08/26/2021,$214.64,131108,$215.63,$216.66,$214.44
08/25/2021,$217.98,156898,$216.54,$218.765,$216.30
08/24/2021,$215.09,240542,$215.00,$217.74,$214.61
08/23/2021,$217.14,263689,$213.85,$217.32,$213.60
08/20/2021,$214.12,273978,$211.00,$214.25,$210.84
08/19/2021,$213.16,167010,$211.98,$214.05,$211.79
08/18/2021,$218.35,133205,$219.79,$220.39,$218.35
08/17/2021,$219.25,501493,$222.83,$223.26,$218.585
08/16/2021,$225.87,235718,$225.49,$226.1711,$223.70
08/13/2021,$225.88,224275,$225.63,$227.48,$225.59
08/12/2021,$223.25,95409,$224.10,$224.10,$222.755
08/11/2021,$224.04,139655,$223.54,$224.27,$222.56
08/10/2021,$221.20,165177,$222.59,$222.76,$220.90
08/09/2021,$222.12,222152,$221.00,$222.935,$220.93
08/06/2021,$219.46,154358,$220.43,$220.95,$219.28
08/05/2021,$219.42,335543,$216.55,$219.53,$216.14
08/04/2021,$211.74,335706,$212.85,$213.30,$210.50
08/03/2021,$211.30,479074,$211.65,$211.98,$208.03
08/02/2021,$212.15,514679,$216.84,$217.18,$211.65
07/30/2021,$218.29,533503,$218.00,$219.45,$217.81
07/29/2021,$216.24,308685,$214.07,$216.42,$213.82
07/28/2021,$212.24,224888,$210.65,$212.80,$210.17
07/27/2021,$211.39,242151,$212.21,$212.21,$210.15
07/26/2021,$211.99,197608,$211.16,$212.04,$210.90
07/23/2021,$212.11,322656,$209.81,$212.45,$209.43
07/22/2021,$207.21,159628,$206.75,$207.21,$205.61
07/21/2021,$205.61,123773,$205.15,$206.63,$204.81
07/20/2021,$204.14,176896,$202.48,$204.25,$201.93
07/19/2021,$204.11,227382,$204.40,$205.312,$203.25
07/16/2021,$206.89,231095,$207.11,$211.22,$206.02
07/15/2021,$206.84,384630,$206.84,$207.31,$204.36
07/14/2021,$210.32,197728,$210.01,$210.78,$209.73
07/13/2021,$209.66,108554,$208.93,$209.88,$208.79
07/12/2021,$209.58,165344,$210.62,$210.62,$209.19
07/09/2021,$209.08,244707,$208.48,$209.38,$207.58
07/08/2021,$205.66,242235,$204.83,$207.2588,$203.8001
07/07/2021,$207.03,260516,$206.96,$207.575,$204.80
07/06/2021,$205.86,239865,$206.79,$207.0061,$205.04
07/02/2021,$206.79,233064,$204.73,$207.66,$203.87
07/01/2021,$203.56,155646,$204.81,$205.05,$203.05
06/30/2021,$206.05,166748,$206.35,$206.93,$205.23
06/29/2021,$206.87,149611,$206.99,$207.45,$206.14
06/28/2021,$205.42,108025,$205.07,$206.075,$204.40
06/25/2021,$204.22,352201,$204.05,$204.90,$202.55
06/24/2021,$203.28,318176,$201.78,$203.72,$201.42
06/23/2021,$200.11,230895,$201.08,$201.08,$199.63
06/22/2021,$201.49,228263,$202.08,$202.08,$200.25
06/21/2021,$202.18,252791,$201.51,$203.13,$201.00
06/18/2021,$200.09,196300,$200.46,$200.81,$199.75
06/17/2021,$200.92,620644,$197.59,$202.24,$197.33
06/16/2021,$202.75,403186,$202.89,$203.52,$201.33
06/15/2021,$204.50,498398,$204.24,$204.80,$203.1334
06/14/2021,$205.28,405277,$203.72,$205.77,$202.535
06/11/2021,$211.31,132568,$211.00,$211.34,$209.95
06/10/2021,$211.65,255573,$212.40,$213.24,$210.93
06/09/2021,$212.18,314406,$214.70,$216.77,$212.18
06/08/2021,$218.82,405626,$220.77,$221.4555,$217.57
06/07/2021,$219.37,243953,$218.81,$220.055,$218.45
06/04/2021,$216.88,265552,$217.25,$218.14,$216.23
06/03/2021,$215.43,268024,$214.41,$216.255,$213.78
06/02/2021,$214.41,191807,$212.36,$214.47,$212.10
06/01/2021,$212.70,260640,$213.21,$213.22,$211.01
05/28/2021,$210.91,262755,$209.98,$211.59,$209.36
05/27/2021,$210.00,310352,$211.86,$213.69,$209.92
05/26/2021,$212.52,337495,$212.37,$213.39,$211.62
05/25/2021,$213.01,206162,$212.25,$213.82,$211.92
05/24/2021,$212.22,205722,$211.50,$212.94,$211.39
05/21/2021,$211.23,230826,$211.07,$211.81,$210.27
05/20/2021,$208.10,184522,$206.00,$208.39,$205.70
05/19/2021,$202.75,167405,$200.69,$203.02,$200.54
05/18/2021,$203.58,240060,$202.94,$204.79,$202.70
05/17/2021,$201.65,131681,$199.58,$201.72,$199.25
05/14/2021,$198.65,133213,$198.74,$199.53,$197.92
05/13/2021,$197.24,152691,$197.83,$198.508,$195.34
05/12/2021,$195.57,213923,$198.04,$199.56,$195.46
05/11/2021,$197.88,195200,$196.75,$198.83,$195.79
05/10/2021,$199.56,189710,$199.44,$201.40,$198.81
05/07/2021,$200.50,389386,$198.90,$201.66,$197.99
05/06/2021,$200.11,540656,$201.25,$202.15,$198.95
05/05/2021,$203.25,305049,$205.73,$205.85,$201.61
05/04/2021,$202.98,1148325,$208.80,$209.45,$200.85
05/03/2021,$217.98,462367,$219.37,$220.96,$217.98
04/30/2021,$213.39,131244,$215.39,$215.82,$213.01
04/29/2021,$216.45,260183,$216.93,$217.27,$214.72
04/28/2021,$217.58,144088,$217.55,$218.94,$217.01
04/27/2021,$218.95,177602,$218.51,$219.69,$217.97
04/26/2021,$218.05,265860,$216.95,$218.225,$216.03
04/23/2021,$215.90,233326,$214.14,$215.98,$213.67
04/22/2021,$213.08,240731,$214.33,$214.37,$212.1637
04/21/2021,$214.75,239316,$209.33,$215.21,$209.16
04/20/2021,$209.85,294392,$209.00,$210.01,$207.42
04/19/2021,$212.20,177436,$212.63,$212.73,$210.575
04/16/2021,$212.00,198728,$210.95,$212.64,$210.55
04/15/2021,$210.95,959663,$211.03,$212.00,$208.94
04/14/2021,$207.42,877866,$211.65,$211.65,$206.86
04/13/2021,$210.20,236778,$210.35,$211.49,$209.60
04/12/2021,$211.98,450617,$209.17,$212.42,$208.2296
04/09/2021,$209.20,238248,$207.74,$209.74,$206.54
04/08/2021,$209.17,236505,$208.63,$209.955,$207.9907
04/07/2021,$208.80,326795,$207.68,$210.18,$207.31
04/06/2021,$209.19,260631,$208.97,$210.41,$208.325
04/05/2021,$213.52,421878,$210.30,$214.53,$209.60
04/01/2021,$208.04,487014,$209.98,$211.38,$207.56
03/31/2021,$209.28,325886,$209.00,$210.37,$208.61
03/30/2021,$208.77,525364,$203.48,$208.95,$203.27
03/29/2021,$204.43,370569,$203.72,$205.50,$202.87
03/26/2021,$204.26,650420,$203.11,$204.80,$201.54
03/25/2021,$203.95,410089,$199.29,$204.28,$199.13
03/24/2021,$200.35,366610,$201.06,$202.29,$199.265
03/23/2021,$202.82,510423,$206.64,$206.85,$202.27
03/22/2021,$208.06,659085,$201.81,$209.41,$201.30
03/19/2021,$197.06,449413,$196.39,$197.26,$193.45
03/18/2021,$194.65,301349,$194.26,$195.62,$193.45
03/17/2021,$197.54,158677,$195.40,$197.8799,$194.3601
03/16/2021,$196.62,343103,$197.22,$197.33,$194.485
03/15/2021,$195.63,136085,$195.24,$195.78,$193.90
03/12/2021,$195.81,142515,$193.90,$196.15,$192.78
03/11/2021,$196.82,452476,$197.92,$197.92,$195.51
03/10/2021,$191.83,277926,$194.43,$194.43,$191.80
03/09/2021,$193.03,347797,$192.96,$194.9476,$192.745
03/08/2021,$188.52,257934,$188.17,$191.93,$187.7141
03/05/2021,$188.90,350532,$189.43,$189.43,$183.82
03/04/2021,$187.78,682953,$189.45,$191.06,$185.12
03/03/2021,$191.45,417508,$192.66,$195.03,$190.90
03/02/2021,$196.48,191642,$196.76,$198.05,$195.31
03/01/2021,$197.70,368742,$195.00,$198.565,$194.80
02/26/2021,$197.38,389358,$196.40,$198.47,$194.96
02/25/2021,$194.83,295264,$196.20,$197.17,$193.44
02/24/2021,$196.41,294931,$195.28,$197.48,$194.15
02/23/2021,$196.81,385339,$194.67,$197.54,$192.1807
02/22/2021,$196.72,224914,$195.88,$198.66,$195.32
02/19/2021,$198.29,142035,$199.17,$199.3823,$198.00
02/18/2021,$199.45,318380,$199.09,$199.94,$197.46
02/17/2021,$199.93,303914,$198.26,$200.52,$198.01
02/16/2021,$201.97,230089,$203.48,$203.66,$201.56
02/12/2021,$205.35,146566,$204.03,$205.8368,$203.43
02/11/2021,$204.93,169237,$205.45,$205.82,$203.60
02/10/2021,$207.15,150754,$208.75,$209.04,$206.49
02/09/2021,$209.18,204688,$208.36,$209.55,$207.89
02/08/2021,$208.68,313234,$207.50,$209.01,$206.61
02/05/2021,$202.68,215022,$203.87,$204.09,$201.69
02/04/2021,$201.33,574793,$200.08,$204.08,$200.00
02/03/2021,$200.00,1991136,$201.69,$201.835,$194.24
02/02/2021,$207.79,1005341,$211.09,$212.8899,$204.72
02/01/2021,$216.99,582211,$212.49,$217.72,$211.80
01/29/2021,$208.18,429412,$209.50,$210.2063,$206.96
01/28/2021,$206.98,550205,$208.19,$208.79,$206.47
01/27/2021,$207.25,386087,$206.52,$209.33,$203.80
01/26/2021,$208.50,449709,$211.08,$211.65,$208.31
01/25/2021,$210.16,452777,$211.63,$211.92,$208.67
01/22/2021,$212.07,276518,$213.81,$214.495,$210.79
01/21/2021,$216.14,310395,$213.41,$217.12,$213.00
01/20/2021,$213.65,167593,$211.52,$214.085,$211.23
01/19/2021,$210.43,248595,$211.49,$211.49,$208.41
01/15/2021,$210.07,336293,$214.82,$215.14,$209.76
01/14/2021,$216.16,324877,$219.54,$220.67,$215.25
01/13/2021,$221.69,263841,$220.38,$221.94,$219.28
01/12/2021,$217.96,227033,$216.60,$219.34,$215.93
01/11/2021,$217.96,616089,$215.52,$219.70,$215.216
01/08/2021,$217.97,684186,$219.59,$220.85,$216.56
01/07/2021,$222.10,283151,$221.01,$222.39,$220.125
01/06/2021,$221.75,324192,$221.33,$223.74,$221.12
01/05/2021,$226.08,276746,$226.02,$228.18,$225.50
01/04/2021,$227.01,324789,$231.66,$232.31,$225.91
12/31/2020,$229.52,134384,$229.02,$230.10,$227.04
12/30/2020,$229.69,225275,$233.01,$233.39,$228.696
12/29/2020,$229.64,350312,$233.66,$233.66,$229.41
12/28/2020,$228.61,194637,$229.44,$229.665,$227.63
12/24/2020,$225.53,53757,$225.01,$226.00,$223.78
12/23/2020,$225.34,281749,$228.18,$228.92,$224.94
12/22/2020,$227.54,279607,$225.48,$229.00,$224.80
12/21/2020,$224.64,290589,$220.96,$225.29,$219.94
12/18/2020,$225.73,179281,$226.02,$226.36,$224.54
12/17/2020,$223.73,264880,$223.72,$225.88,$223.24
12/16/2020,$222.19,297649,$223.61,$223.63,$221.53
12/15/2020,$221.03,256396,$220.24,$222.05,$219.50
12/14/2020,$216.40,233817,$217.35,$218.72,$215.79
12/11/2020,$214.89,217366,$213.07,$215.37,$212.80
12/10/2020,$213.93,268454,$213.43,$215.165,$212.225
12/09/2020,$214.95,285932,$216.68,$217.49,$213.56
12/08/2020,$214.00,244028,$210.52,$215.94,$210.50
12/07/2020,$210.66,251199,$209.81,$211.895,$209.47
12/04/2020,$210.34,555216,$212.20,$212.76,$209.8494
12/03/2020,$215.35,274381,$215.40,$216.50,$214.70
12/02/2020,$214.77,169430,$213.57,$215.19,$212.26
12/01/2020,$214.39,255493,$212.59,$214.95,$212.34
11/30/2020,$211.11,258358,$214.56,$214.56,$210.70
11/27/2020,$212.74,150303,$212.74,$213.67,$212.61
11/25/2020,$212.39,144091,$211.28,$213.08,$210.83
11/24/2020,$210.30,249325,$210.00,$211.62,$208.65
11/23/2020,$209.96,191928,$210.65,$211.19,$207.8915
11/20/2020,$209.74,200177,$211.92,$212.75,$209.03
11/19/2020,$214.17,195525,$212.46,$214.17,$211.90
11/18/2020,$214.03,443662,$214.51,$215.48,$212.79
11/17/2020,$210.35,302451,$210.71,$212.01,$209.61
11/16/2020,$207.67,274092,$208.50,$208.92,$205.70
11/13/2020,$206.69,777919,$208.06,$208.51,$205.50
11/12/2020,$205.48,295478,$208.85,$209.20,$204.04
11/11/2020,$209.27,195922,$207.82,$210.06,$207.82
11/10/2020,$204.60,194207,$203.46,$205.59,$202.35
11/09/2020,$205.80,399210,$212.70,$213.48,$205.37
11/06/2020,$208.00,481620,$207.00,$208.94,$206.50
11/05/2020,$207.09,379436,$204.18,$207.26,$203.45
11/04/2020,$202.20,491299,$202.10,$203.29,$199.70
11/03/2020,$196.01,671291,$192.99,$198.20,$191.655
11/02/2020,$183.18,337647,$180.70,$183.78,$180.69
10/30/2020,$178.42,228467,$178.41,$179.30,$176.71
10/29/2020,$178.57,190623,$177.10,$179.845,$176.2868
10/28/2020,$177.12,395393,$179.12,$180.56,$177.00
10/27/2020,$185.34,240104,$186.71,$186.71,$184.83
10/26/2020,$185.42,222990,$186.06,$186.65,$184.39
10/23/2020,$189.97,204743,$190.51,$190.96,$188.49
10/22/2020,$190.10,306645,$189.20,$191.79,$188.66
10/21/2020,$189.93,221626,$189.78,$192.09,$189.33
10/20/2020,$192.54,182370,$192.34,$194.37,$191.92
10/19/2020,$189.37,285001,$192.53,$193.00,$188.82
10/16/2020,$192.52,500353,$191.06,$194.32,$190.88
10/15/2020,$187.71,542572,$181.74,$188.62,$181.73
10/14/2020,$185.76,259296,$185.99,$186.86,$183.885
10/13/2020,$184.19,119160,$185.80,$185.80,$183.51
10/12/2020,$184.90,159014,$184.74,$185.59,$184.12
10/09/2020,$182.84,140100,$181.79,$183.40,$181.22
10/08/2020,$181.32,212931,$182.28,$182.83,$180.97
10/07/2020,$183.40,441050,$180.54,$184.61,$180.48
10/06/2020,$176.49,345188,$181.29,$181.49,$176.03
10/05/2020,$182.63,133256,$181.25,$182.7499,$180.64
10/02/2020,$180.87,186887,$180.59,$182.465,$180.555
10/01/2020,$184.60,183705,$184.49,$185.08,$182.92
09/30/2020,$184.09,249818,$182.85,$185.195,$182.35
09/29/2020,$182.35,120630,$183.63,$184.27,$182.10
09/28/2020,$183.28,124905,$183.86,$184.07,$182.94
09/25/2020,$181.25,155462,$179.25,$182.07,$178.94
09/24/2020,$182.83,142805,$182.01,$184.76,$180.80
09/23/2020,$181.58,125145,$183.44,$184.18,$181.29
09/22/2020,$183.30,154330,$183.05,$183.88,$181.9735
09/21/2020,$184.10,169450,$183.90,$184.42,$180.66
09/18/2020,$187.92,122017,$188.67,$189.76,$186.70
09/17/2020,$190.14,93141,$187.91,$190.93,$187.74
09/16/2020,$188.85,139066,$192.03,$192.42,$188.47
09/15/2020,$191.58,94471,$194.47,$194.76,$191.275
09/14/2020,$191.99,234078,$191.79,$193.02,$191.02
09/11/2020,$191.72,215785,$190.70,$192.25,$189.61
09/10/2020,$187.86,188364,$190.00,$191.1982,$187.53
09/09/2020,$189.42,161104,$189.02,$191.79,$188.68
09/08/2020,$185.84,222395,$186.54,$190.59,$185.84
09/04/2020,$191.74,137580,$191.95,$192.96,$187.14
09/03/2020,$190.97,313930,$196.10,$196.10,$190.00
09/02/2020,$196.69,304654,$197.55,$197.55,$195.01
09/01/2020,$195.57,164876,$194.23,$195.66,$193.56
08/31/2020,$194.75,102001,$195.68,$196.18,$194.28
08/28/2020,$196.30,91896,$196.11,$196.71,$195.245
08/27/2020,$195.51,189658,$198.46,$198.55,$194.31
08/26/2020,$199.29,215563,$196.06,$199.97,$196.00
08/25/2020,$197.31,87608,$198.27,$198.295,$195.47
08/24/2020,$195.43,101631,$197.38,$197.38,$194.9668
08/21/2020,$193.81,127187,$191.62,$194.62,$191.54
08/20/2020,$195.02,114237,$192.46,$195.44,$192.1821
08/19/2020,$194.71,152530,$197.10,$197.10,$194.43
08/18/2020,$196.30,139045,$199.00,$199.62,$196.13
08/17/2020,$197.19,223261,$195.87,$198.55,$195.81
08/14/2020,$194.30,227995,$194.81,$195.41,$193.20
08/13/2020,$194.32,245737,$193.71,$196.53,$193.50
08/12/2020,$192.63,369479,$191.06,$193.83,$190.62
08/11/2020,$185.49,229466,$187.80,$189.205,$185.32
08/10/2020,$184.25,149861,$183.88,$184.83,$182.78
08/07/2020,$185.95,119883,$186.54,$187.28,$184.48
